,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Rank,Release Date,Movie Title,Production Budget ($),Worldwide Gross ($),Domestic Gross ($)
1768,1768,1768,2125,2603,989,2/6/2006,The Break-Up,52000000,205727307,118703275
1769,1769,1769,2126,1874,3693,9/13/2002,Betty Fisher et autres histoires,7500000,206400,206400
1770,1770,1770,2127,1795,562,4/10/2002,Red Dragon,78000000,206455420,92955420
1771,1771,1771,2128,1631,1444,6/22/2001,The Fast and the Furious,38000000,206512310,144512310
1772,1772,1772,2129,3711,798,8/13/2010,Eat Pray Love,60000000,206598789,80574010
1773,1773,1773,2130,1339,646,11/19/1999,Sleepy Hollow,70000000,207068340,101068340
1774,1774,1774,2131,2070,645,8/8/2003,S.W.A.T.,70000000,207154748,116877597
1775,1775,1775,2132,4908,105,5/22/2015,Tomorrowland,170000000,207283457,93436322
1776,1776,1776,2133,712,762,3/8/1994,Clear and Present Danger,62000000,207500000,122012656
1777,1777,1777,2134,1695,2666,10/8/2001,The Others,17000000,207765056,96522687
1778,1778,1778,2135,2324,1031,11/6/2004,Garfield,50000000,208094550,75367693
1779,1779,1779,2136,3571,3550,1/22/2010,La fille du RER,9000000,208163,208163
1780,1780,1780,2137,1561,1126,12/27/2000,Traffic,48000000,208300000,124107476
1781,1781,1781,2138,2344,293,12/17/2004,The Aviator,110000000,208370892,102608827
1782,1782,1782,2139,4247,449,10/2/2012,Safe House,85000000,208542162,126181630
1783,1783,1783,2140,235,2318,6/16/1978,Jaws 2,20000000,208900376,102922376
1784,1784,1784,2141,779,627,5/24/1995,Braveheart,72000000,209045522,75545647
1785,1785,1785,2142,4654,357,8/15/2014,The Expendables 3,100000000,209461378,39322544
1786,1786,1786,2143,660,4610,1/1/1993,Return of the Living Dead 3,2000000,21000,21000
1787,1787,1787,2144,322,3105,2/4/1982,Cat People,12500000,21000000,7000000
1788,1788,1788,2145,766,3164,1/13/1995,Tales from the Crypt: Demon Knight,12000000,21089146,21089146
1789,1789,1789,2146,1179,3389,11/25/1998,Very Bad Things,10000000,21094974,9949470
1790,1790,1790,2147,1314,3163,10/9/1999,A Stir of Echoes,12000000,21133087,21133087
1791,1791,1791,2148,402,4342,1/11/1985,A Nightmare On Elm Street Part 2: Freddy's Revenge,3000000,21163999,21163999
1792,1792,1792,2149,2639,2691,3/31/2006,ATL,17000000,21170563,21170563
1793,1793,1793,2150,643,3259,7/8/1992,Raising Cain,11000000,21171695,21171695
1794,1794,1794,2151,3938,3864,7/29/2011,The Guard,6000000,21197454,5359774
1795,1795,1795,2152,4591,4174,4/18/2014,A Haunted House 2,4000000,21206861,17329487
1796,1796,1796,2153,1112,4910,7/8/1998,Safe Men,1000000,21210,21210
1797,1797,1797,2154,2253,1404,7/5/2004,New York Minute,40000000,21215882,14018364
1798,1798,1798,2155,3746,4647,9/24/2010,Buried,1987650,21270290,1044143
1799,1799,1799,2156,1033,3987,12/17/1997,The Apostle,5000000,21277770,20733485
1800,1800,1800,2157,386,1950,7/20/1984,Die Unendliche Geschichte,27000000,21300000,21300000
1801,1801,1801,2158,1541,2607,12/5/2000,Center Stage,18000000,21361109,17200925
1802,1802,1802,2159,266,4846,1/2/1980,The Fog,1000000,21378361,21378361
1803,1803,1803,2160,3052,2723,12/31/2007,Arn - Tempelriddaren,16500000,21404122,0
1804,1804,1804,2161,3790,2981,12/3/2010,Our Family Wedding,14000000,21410546,20255281
1805,1805,1805,2162,578,2399,10/19/1990,Quigley Down Under,20000000,21413105,21413105
1806,1806,1806,2163,369,1949,10/21/1983,The Right Stuff,27000000,21500000,21500000
1807,1807,1807,2164,667,3268,2/19/1993,Army of Darkness,11000000,21502976,11502976
1808,1808,1808,2165,4016,1221,10/28/2011,The Rum Diary,45000000,21544732,13109815
1809,1809,1809,2166,4817,3521,1/30/2015,Black or White,9000000,21571189,21571189
1810,1810,1810,2167,2190,1827,3/9/2004,Wicker Park,30000000,21577076,13001257
1811,1811,1811,2168,3059,3397,1/2/2008,Over Her Dead Body,10000000,21596074,7570127
1812,1812,1812,2169,3108,1652,3/14/2008,Doomsday,33000000,21621188,11008770
1813,1813,1813,2170,1905,2748,11/10/2002,White Oleander,16000000,21657770,16357770
1814,1814,1814,2171,295,4784,4/30/1981,Friday the 13th Part 2,1250000,21722776,21722776
1815,1815,1815,2172,85,4171,1/1/1960,Exodus,4000000,21750000,21750000
1816,1816,1816,2173,2236,1807,6/8/2004,Little Black Book,30000000,21758371,20422207
1817,1817,1817,2174,5301,751,12/25/2016,Live by Night,65000000,21778555,10378555
1818,1818,1818,2175,1079,3868,4/12/1998,Little Voice,6000000,21787233,4595000
1819,1819,1819,2176,1446,2745,6/16/2000,Boys and Girls,16000000,21799652,21799652
1820,1820,1820,2177,4035,3503,11/11/2011,Melancholia,9400000,21817298,3030848
1821,1821,1821,2178,2295,1805,9/17/2004,Mr. 3000,30000000,21827296,21800302
1822,1822,1822,2179,2865,3360,2/23/2007,Reno 911!: Miami,10000000,21851362,20342161
1823,1823,1823,2180,3652,3162,5/14/2010,Just Wright,12000000,21867665,21540363
1824,1824,1824,2181,2787,2859,10/20/2006,Flicka,15000000,21896367,21000147
1825,1825,1825,2182,407,4527,3/22/1985,Friday the 13th Part V: A New Beginning,2200000,21930418,21930418
1826,1826,1826,2183,4468,3665,9/20/2013,Feichang Xingyun,8000000,21970000,0
1827,1827,1827,2184,2732,2099,8/12/2006,Unaccompanied Minors,25000000,21970831,16655224
1828,1828,1828,2185,1614,2207,5/10/2001,Joy Ride,23000000,21973182,21973182
1829,1829,1829,2186,4701,516,10/17/2014,Fury,80000000,210253368,85755593
1830,1830,1830,2187,252,1696,6/29/1979,Moonraker,31000000,210300000,70300000
1831,1831,1831,2188,405,4775,3/15/1985,Def-Con 4,1300000,210904,210904
1832,1832,1832,2189,4034,589,11/11/2011,Immortals,75000000,211562435,83504017
1833,1833,1833,2190,1237,703,4/30/1999,Entrapment,66000000,211700000,87707396
1834,1834,1834,2191,3646,718,5/11/2010,Due Date,65000000,211739043,100539043
1835,1835,1835,2192,4115,249,3/8/2012,Total Recall,125000000,211856088,58877969
1836,1836,1836,2193,1340,348,11/24/1999,End of Days,100000000,212026975,66889043
1837,1837,1837,2194,735,924,9/12/1994,Disclosure,55000000,212200000,83015089
1838,1838,1838,2195,3315,322,1/7/2009,Public Enemies,102500000,212282709,97104620
1839,1839,1839,2196,810,1717,10/11/1995,Ace Ventura: When Nature Calls,30000000,212400000,108360063
1840,1840,1840,2197,3947,1517,8/7/2011,Horrible Bosses,35000000,212417601,117538559
1841,1841,1841,2198,3436,1714,8/14/2009,District 9,30000000,212453431,115646235
1842,1842,1842,2199,2122,204,11/14/2003,Master and Commander: The Far Side of the World,135000000,212912137,93926386
1843,1843,1843,2200,742,3596,10/14/1994,Pulp Fiction,8000000,212928762,107928762
1844,1844,1844,2201,2345,337,12/17/2004,Lemony Snicket's A Series of Unfortunate Events,100000000,212956024,118627117
1845,1845,1845,2202,3234,5239,10/10/2008,Call+Response,200000,212989,212989
1846,1846,1846,2203,4001,2009,10/8/2011,The Help,25000000,213120004,169705587
1847,1847,1847,2204,1954,4899,12/30/2002,Love Lisa,1000000,213137,213137
1848,1848,1848,2205,1555,1164,12/22/2000,Miss Congeniality,45000000,213420951,106807667
1849,1849,1849,2206,4029,650,11/3/2011,Battle: Los Angeles,70000000,213463976,83552429
1850,1850,1850,2207,1473,593,8/12/2000,Vertical Limit,75000000,213500000,68473360
1851,1851,1851,2208,1476,2794,8/12/2000,"Crouching Tiger, Hidden Dragon",15000000,213514672,128067808
1852,1852,1852,2209,1831,782,6/14/2002,The Bourne Identity,60000000,214357371,121468960
1853,1853,1853,2210,2507,923,9/23/2005,Flightplan,55000000,214392904,89706988
1854,1854,1854,2211,4327,1042,1/25/2013,Hansel & Gretel: Witch Hunters,50000000,214949716,55703475
1855,1855,1855,2212,4020,506,11/2/2011,Just Go With It,80000000,214974953,103028109
1856,1856,1856,2213,3275,225,11/26/2008,Australia,130000000,215080810,49554002
1857,1857,1857,2214,1451,291,6/28/2000,The Patriot,110000000,215300000,113330342
1858,1858,1858,2215,3915,2530,6/24/2011,Bad Teacher,19000000,215448997,100292856
1859,1859,1859,2216,2711,4900,7/7/2006,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,1000000,215559,144601
1860,1860,1860,2217,654,1304,11/13/1992,Bram Stoker's Dracula,40000000,215862692,82522790
1861,1861,1861,2218,513,2795,9/12/1988,Twins,15000000,216600000,111936388
1862,1862,1862,2219,4933,691,6/26/2015,Ted 2,68000000,217022588,81284830
1863,1863,1863,2220,5201,1011,6/17/2016,Central Intelligence,50000000,217196811,127440871
1864,1864,1864,2221,4287,799,12/21/2012,Jack Reacher,60000000,217370736,80070736
1865,1865,1865,2222,3785,990,12/2/2010,Valentine's Day,52000000,217569328,110485654
1866,1866,1866,2223,2235,789,6/8/2004,Collateral,60000000,217670152,100170152
1867,1867,1867,2224,3684,123,7/14/2010,The Sorcerer's Apprentice,160000000,217986320,63150991
1868,1868,1868,2225,3216,1523,9/5/2008,What Happens in Vegas...,35000000,218535708,80277646
1869,1869,1869,2226,1185,788,12/18/1998,The Prince of Egypt,60000000,218613188,101413188
1870,1870,1870,2227,2242,590,6/18/2004,The Terminal,75000000,218673959,77073959
1871,1871,1871,2228,2440,305,6/5/2005,Kingdom of Heaven,110000000,218853353,47398413
1872,1872,1872,2229,2840,1928,1/6/2007,Knocked Up,27500000,219265952,148761765
1873,1873,1873,2230,3910,54,6/17/2011,Green Lantern,200000000,219535492,116601172
1874,1874,1874,2231,5262,608,10/28/2016,Inferno,75000000,219572877,34355263
1875,1875,1875,2232,4,5222,1/1/1925,The Big Parade,245000,22000000,11000000
1876,1876,1876,2233,4099,2870,2/11/2012,The Man with the Iron Fists,15000000,22018988,15634090
1877,1877,1877,2234,788,2088,7/4/1995,Don Juan DeMarco,25000000,22032635,22032635
1878,1878,1878,2235,2384,1097,2/25/2005,Man of the House,50000000,22099706,19699706
1879,1879,1879,2236,2076,1274,8/22/2003,The Medallion,41000000,22108977,22108977
1880,1880,1880,2237,772,2416,3/11/1995,Home for the Holidays,20000000,22119269,17468887
1881,1881,1881,2238,3619,2512,4/13/2010,Three Kingdoms: Resurrection of the Dragon,20000000,22139590,0
1882,1882,1882,2239,2780,2864,10/13/2006,The Marine,15000000,22165608,18844784
1883,1883,1883,2240,546,3843,11/8/1989,A Nightmare On Elm Street: The Dream Child,6000000,22168359,22168359
1884,1884,1884,2241,5147,3991,2/19/2016,Race,5000000,22178125,19115191
1885,1885,1885,2242,3126,3442,4/4/2008,My Blueberry Nights,10000000,22198996,866778
1886,1886,1886,2243,2855,4709,2/5/2007,Waitress,1500000,22217183,19097550
1887,1887,1887,2244,2255,5323,7/5/2004,Super Size Me,65000,22233808,11529368
1888,1888,1888,2245,5317,3791,1/31/2017,Two Lovers and a Bear,6840000,22273,0
1889,1889,1889,2246,936,2282,12/20/1996,My Fellow Americans,21500000,22331846,22331846
1890,1890,1890,2247,1201,1388,1/15/1999,At First Sight,40000000,22365133,22365133
1891,1891,1891,2248,1640,3059,7/9/2001,Two Can Play That Game,13000000,22391450,22235901
1892,1892,1892,2249,1043,2090,1/5/1998,He Got Game,25000000,22411948,21567853
1893,1893,1893,2250,1822,1387,6/9/2002,City by the Sea,40000000,22433915,22433915
1894,1894,1894,2251,1145,4909,9/25/1998,The Last Big Thing,1000000,22434,22434
1895,1895,1895,2252,2904,2939,5/10/2007,The Good Night,15000000,22441,22441
1896,1896,1896,2253,4557,870,2/14/2014,Winter's Tale,60000000,22468620,12600231
1897,1897,1897,2254,683,3614,7/5/1993,Much Ado About Nothing,8000000,22549338,22549338
1898,1898,1898,2255,1198,3619,1/10/1999,Drive Me Crazy,8000000,22591451,17843379
1899,1899,1899,2256,4382,2767,5/4/2013,Trance,16000000,22594052,2322593
1900,1900,1900,2257,4306,962,1/2/2013,Bullet to the Head,55000000,22597969,9489829
1901,1901,1901,2258,3217,5116,9/5/2008,Poultrygeist: Night of the Chicken Dead,450000,22623,13804
1902,1902,1902,2259,249,3160,6/15/1979,Prophecy,12000000,22673340,22673340
1903,1903,1903,2260,1897,2938,10/25/2002,All the Queen's Men,15000000,22723,22723
1904,1904,1904,2261,843,1236,2/2/1996,The Juror,44000000,22730924,22730924
1905,1905,1905,2262,4161,3561,5/18/2012,Polisse,8900000,22744132,176988
1906,1906,1906,2263,3977,3171,9/12/2011,Young Adult,12000000,22750356,16311571
1907,1907,1907,2264,3023,2998,11/30/2007,Le Scaphandre et le Papillon,14000000,22754472,5990075
1908,1908,1908,2265,3417,2985,7/8/2009,A Perfect Getaway,14000000,22815460,15515460
1909,1909,1909,2266,1151,985,10/16/1998,Beloved,53000000,22852487,22852487
1910,1910,1910,2267,3049,1927,12/31/2007,Alatriste,28000000,22860477,0
1911,1911,1911,2268,1685,2259,9/14/2001,The Glass House,22000000,22861785,17951431
1912,1912,1912,2269,1262,4680,6/18/1999,Lola rennt,1750000,22879194,7267324
1913,1913,1913,2270,4471,3574,9/27/2013,Baggage Claim,8500000,22885836,21569509
1914,1914,1914,2271,3125,2097,4/4/2008,The Ruins,25000000,22910563,17432844
1915,1915,1915,2272,2286,1583,9/4/2004,Ella Enchanted,35000000,22913677,22913677
1916,1916,1916,2273,1161,3158,11/9/1998,Rounders,12000000,22921898,22921898
1917,1917,1917,2274,4490,3945,11/10/2013,La Vie d'Adèle – Chapitres 1 & 2,5250000,22937201,2450504
1918,1918,1918,2275,2530,1108,10/14/2005,Domino,50000000,22969202,10169202
1919,1919,1919,2276,2620,3167,3/3/2006,Aquamarine,12000000,22978953,18597342
1920,1920,1920,2277,1015,3214,10/31/1997,Critical Care,12000000,220175,220175
1921,1921,1921,2278,2058,1662,7/11/2003,Elf,32000000,220236410,173398518
1922,1922,1922,2279,4691,660,10/10/2014,Dracula Untold,70000000,220241723,55991880
1923,1923,1923,2280,4488,915,11/10/2013,Captain Phillips,55000000,220648184,107136417
1924,1924,1924,2281,2021,2931,4/25/2003,Steal (Canadian Release),15000000,220944,220944
1925,1925,1925,2282,2982,4287,9/14/2007,Ira and Abby,3500000,221096,221096
1926,1926,1926,2283,2246,3830,6/23/2004,Fahrenheit 9/11,6000000,221148959,119114517
1927,1927,1927,2284,1264,90,6/30/1999,Wild Wild West,175000000,221229335,113805681
1928,1928,1928,2285,3295,504,12/25/2008,Bedtime Stories,80000000,221468935,110101975
1929,1929,1929,2286,2381,591,2/18/2005,Constantine,75000000,221594911,75976178
1930,1930,1930,2287,4992,737,9/18/2015,Everest,65000000,221662676,43309450
1931,1931,1931,2288,4562,1019,2/28/2014,Non-Stop,50000000,222383055,91742160
1932,1932,1932,2289,3784,374,12/2/2010,Percy Jackson & the Olympians: The Lightning Thief,95000000,223050874,88768303
1933,1933,1933,2290,750,1017,11/11/1994,Interview with the Vampire: The Vampire Chronicles,50000000,223564608,105264608
1934,1934,1934,2291,3086,480,2/14/2008,Jumper,82500000,223636949,81168265
1935,1935,1935,2292,4095,4403,2/3/2012,Tim and Eric's Billion Dollar Movie,3000000,223652,201436
1936,1936,1936,2293,2194,3797,3/9/2004,"Remember Me, My Love",6700000,223878,223878
1937,1937,1937,2294,972,509,6/6/1997,Con Air,80000000,224117573,101117573
1938,1938,1938,2295,3535,452,12/25/2009,It’s Complicated,85000000,224614744,112735375
1939,1939,1939,2296,3558,1291,1/10/2010,The Social Network,40000000,224922135,96962694
1940,1940,1940,2297,214,4840,11/21/1976,Rocky,1000000,225000000,117235147
1941,1941,1941,2298,970,3303,5/12/1997,Good Will Hunting,10000000,225933435,138433435
1942,1942,1942,2299,5364,131,7/14/2017,War for the Planet of the Apes,152000000,225986078,120086079
1943,1943,1943,2300,3292,1018,12/19/2008,Yes Man,50000000,225990976,97690976
1944,1944,1944,2301,3165,498,6/20/2008,Get Smart,80000000,226739416,130319208
1945,1945,1945,2302,1704,3453,10/26/2001,High Heels and Low Lifes,10000000,226792,226792
1946,1946,1946,2303,3327,2012,1/30/2009,Taken,25000000,226941585,145000989
1947,1947,1947,2304,4276,1231,12/10/2012,Argo,44500000,227140757,136025503
1948,1948,1948,2305,2048,260,6/27/2003,Charlie's Angels: Full Throttle,120000000,227200000,100814328
1949,1949,1949,2306,2301,4898,9/24/2004,Guiana 1838,1000000,227241,227241
1950,1950,1950,2307,4739,2800,11/28/2014,The Imitation Game,15000000,227773686,91125143
1951,1951,1951,2308,1448,1249,6/21/2000,Chicken Run,42000000,227793915,106793915
1952,1952,1952,2309,1263,1707,6/25/1999,Big Daddy,30000000,228641283,163479795
1953,1953,1953,2310,5213,179,7/15/2016,Ghostbusters,144000000,229034050,128350574
1954,1954,1954,2311,3835,295,1/14/2011,The Green Hornet,110000000,229155503,98780042
1955,1955,1955,2312,2365,5002,1/7/2005,Undead,750000,229250,41196
1956,1956,1956,2313,1310,2645,9/24/1999,One Man's Hero,18000000,229311,229311
1957,1957,1957,2314,5302,2010,12/25/2016,Hidden Figures,25000000,229518131,169374490
1958,1958,1958,2315,2861,259,2/16/2007,Ghost Rider,120000000,229545589,115802596
1959,1959,1959,2316,3961,3281,8/26/2011,Brighton Rock,11000000,229653,229653
1960,1960,1960,2317,4412,1239,6/28/2013,The Heat,43000000,229727774,159581587
1961,1961,1961,2318,2010,996,4/16/2003,Bulletproof Monk,52000000,23010607,23010607
1962,1962,1962,2319,5207,4482,6/24/2016,Hunt for the Wilderpeople,2500000,23014021,5205471
1963,1963,1963,2320,3601,3082,3/12/2010,"I Love You, Phillip Morris",13000000,23014027,2037459
1964,1964,1964,2321,1769,4794,2/15/2002,Super Troopers,1200000,23046142,18492362
1965,1965,1965,2322,1122,3982,8/4/1998,The Players Club,5000000,23047939,23047939
1966,1966,1966,2323,5370,1808,7/28/2017,Atomic Blonde,30000000,23095325,20095325
1967,1967,1967,2324,2619,2275,3/3/2006,Joyeux Noël,22000000,23134075,1054361
1968,1968,1968,2325,5203,1095,6/24/2016,Free State of Jones,50000000,23152062,20810036
1969,1969,1969,2326,2633,2395,3/24/2006,Stay Alive,20000000,23187506,23086480
1970,1970,1970,2327,5335,2094,3/24/2017,CHiPS,25000000,23190697,18600152
1971,1971,1971,2328,4180,4663,6/27/2012,Beasts of the Southern Wild,1800000,23265132,12795746
1972,1972,1972,2329,3419,4537,7/14/2009,[Rec],2100000,23266821,0
1973,1973,1973,2330,3111,4685,3/19/2008,La misma luna,1700000,23271741,12590147
1974,1974,1974,2331,4394,4363,5/24/2013,Before Midnight,3000000,23283672,8110621
1975,1975,1975,2332,5211,3575,7/10/2016,Middle School: The Worst Years of My Life,8500000,23311425,20007149
1976,1976,1976,2333,2907,5271,5/16/2007,Once,150000,23344056,9445857
1977,1977,1977,2334,3719,4093,8/20/2010,Soul Kitchen,4900000,23347469,276901
1978,1978,1978,2335,3887,1834,4/29/2011,Hoodwinked Too: Hood vs. Evil,30000000,23353111,10143779
1979,1979,1979,2336,1391,1499,2/25/2000,Reindeer Games,36000000,23360779,23360779
1980,1980,1980,2337,1940,3098,12/19/2002,Antwone Fisher,12500000,23367586,21078145
1981,1981,1981,2338,288,2600,11/14/1980,Raging Bull,18000000,23380203,23380203
1982,1982,1982,2339,1708,3725,11/4/2001,Kingdom Come,7000000,23393939,23247539
1983,1983,1983,2340,2643,4132,4/5/2006,Chinjeolhan geumjassi,4500000,23471871,211667
1984,1984,1984,2341,438,2102,4/18/1986,Legend,25000000,23506237,15502112
1985,1985,1985,2342,5118,3986,1/4/2016,God’s Not Dead 2,5000000,23565072,20773069
1986,1986,1986,2343,5255,3353,10/14/2016,Kevin Hart: What Now?,10000000,23591043,23591043
1987,1987,1987,2344,2470,4444,7/22/2005,Hustle & Flow,2800000,23591783,22202809
1988,1988,1988,2345,39,4533,11/21/1946,The Best Years of Our Lives,2100000,23600000,23600000
1989,1989,1989,2346,3002,5032,10/19/2007,Arnolds Park,600000,23616,23616
1990,1990,1990,2347,3360,2421,4/12/2009,Armored,20000000,23661038,15988876
1991,1991,1991,2348,2535,1814,10/21/2005,North Country,30000000,23676771,18324242
1992,1992,1992,2349,206,4251,1/1/1976,Network,3800000,23689877,23689877
1993,1993,1993,2350,2107,3195,10/22/2003,In the Cut,12000000,23693646,4717455
1994,1994,1994,2351,2024,2690,5/9/2003,Dickie Roberts: Former Child Star,17000000,23734486,22734486
1995,1995,1995,2352,61,5018,10/4/1953,House of Wax,658000,23800000,23800000
1996,1996,1996,2353,1702,2611,10/26/2001,Life as a House,18000000,23889158,15652637
1997,1997,1997,2354,292,5185,1/5/1981,Graduation Day,250000,23894000,23894000
1998,1998,1998,2355,4719,2632,11/4/2014,The Railway Man,18000000,23910210,4438438
1999,1999,1999,2356,2285,392,9/4/2004,The Alamo,92000000,23911362,22406362
2000,2000,2000,2357,775,1801,4/8/1995,Virtuosity,30000000,23998226,23998226
2001,2001,2001,2358,2906,3708,5/12/2007,Juno,7000000,231450102,143495265
2002,2002,2002,2359,924,1525,11/15/1996,The English Patient,35000000,231711151,78716374
2003,2003,2003,2360,2343,1721,12/15/2004,Million Dollar Baby,30000000,231928227,100492203
2004,2004,2004,2361,3804,281,12/25/2010,Gulliver's Travels,112000000,232017848,42779261
2005,2005,2005,2362,1485,318,9/6/2000,Gone in 60 Seconds,103300000,232643008,101643008
2006,2006,2006,2363,3282,519,12/12/2008,The Day the Earth Stood Still,80000000,233066978,79366978
2007,2007,2007,2364,4895,717,5/6/2015,Spy!,65000000,233125712,110825712
2008,2008,2008,2365,1115,721,7/17/1998,The Mask of Zorro,65000000,233700000,93828745
